9.198000e+08	  3	  3000	   906	1.476270972812144e-03	4.216965034285815e+02	6.003515275165729e+01
9.199000e+08	  3	  3000	   558	1.124022401474891e-03	4.216965034285815e+02	6.008777246145164e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.200000e+08	  3	  3000	  2291	1.685183823803309e-03	4.216965034285815e+02	6.014034607600777e+01
9.201000e+08	  3	  3000	  1650	1.739785157033333e-03	4.216965034285815e+02	6.019198533227630e+01
9.202000e+08	  3	  3000	  1193	2.093857885674617e-03	4.216965034285815e+02	6.024444438726734e+01
9.203000e+08	  3	  3000	  1076	1.208337903277663e-03	4.216965034285815e+02	6.029718969412379e+01
9.204000e+08	  3	  3000	   512	1.435851018837286e-03	4.216965034285815e+02	6.035001796900242e+01
9.205000e+08	  3	  3000	  1055	1.785562901606319e-03	4.216965034285815e+02	6.040288911739536e+01
9.206000e+08	  3	  3000	  2074	1.111133700914869e-03	4.216965034285815e+02	6.045592566509655e+01
9.207000e+08	  3	  3000	  1199	1.132025731307912e-03	4.216965034285815e+02	6.050896448278714e+01
9.208000e+08	  3	  3000	  2476	1.299453797181895e-03	4.216965034285815e+02	6.056194266767204e+01
9.209000e+08	  3	  3000	   725	1.101803688231944e-03	4.216965034285815e+02	6.061489760254072e+01
9.210000e+08	  3	  3000	   177	1.661261137642082e-03	4.216965034285815e+02	6.066765987041583e+01
9.211000e+08	  3	  3000	  1653	1.043420139165871e-03	4.216965034285815e+02	6.072035638077703e+01
9.212000e+08	  3	  3000	  2936	1.850338005856949e-03	4.216965034285815e+02	6.077308559190323e+01
9.213000e+08	  3	  3000	  2470	9.961969195899653e-04	4.216965034285815e+02	6.082554264113372e+01
9.214000e+08	  3	  3000	  1340	1.132993046622114e-03	4.216965034285815e+02	6.087808225100203e+01
9.215000e+08	  3	  3000	   266	2.635063947112475e-03	4.216965034285815e+02	6.093065170147997e+01
9.216000e+08	  3	  3000	   784	1.527305883287308e-03	4.216965034285815e+02	6.098327638089765e+01
9.217000e+08	  3	  3000	    97	1.754524105077188e-03	4.216965034285815e+02	6.103598131571123e+01
9.218000e+08	  3	  3000	  1791	1.320411907256328e-03	4.216965034285815e+02	6.108860341019746e+01
9.219000e+08	  3	  3000	   695	1.809339362115006e-03	4.216965034285815e+02	6.114099802846050e+01
9.220000e+08	  3	  3000	   761	1.615908834129806e-03	4.216965034285815e+02	6.119384882843430e+01
9.221000e+08	  3	  3000	  2223	1.543864946545252e-03	4.216965034285815e+02	6.124678115918652e+01
9.222000e+08	  3	  3000	    41	1.486994926684636e-03	4.216965034285815e+02	6.129971820283589e+01
9.223000e+08	  3	  3000	  2976	1.379622760696731e-03	4.216965034285815e+02	6.135226785902994e+01
9.224000e+08	  3	  3000	   833	1.768999687511858e-03	4.216965034285815e+02	6.140483108130029e+01
9.225000e+08	  3	  3000	  2107	1.264239776879995e-03	4.216965034285815e+02	6.145763072270370e+01
9.226000e+08	  3	  3000	    90	7.577544714671879e-04	4.216965034285815e+02	6.151038234740885e+01
9.227000e+08	  3	  3000	  1029	1.260041255289144e-03	4.216965034285815e+02	6.156309762183871e+01
9.228000e+08	  3	  3000	  1240	1.840365872016427e-03	4.216965034285815e+02	6.161578580362254e+01
9.229000e+08	  3	  3000	   396	1.269073011522270e-03	4.216965034285815e+02	6.166851747571947e+01
9.230000e+08	  3	  3000	  1111	1.486813571780120e-03	4.216965034285815e+02	6.172125161088034e+01
9.231000e+08	  3	  3000	  1540	1.592824941714130e-03	4.216965034285815e+02	6.177404356451175e+01
9.232000e+08	  3	  3000	  2528	1.703515636419961e-03	4.216965034285815e+02	6.182691584247998e+01
9.233000e+08	  3	  3000	  2632	1.602814474710932e-03	4.216965034285815e+02	6.187983960545697e+01
9.234000e+08	  3	  3000	  1624	1.274129337323965e-03	4.216965034285815e+02	6.193281839446621e+01
9.235000e+08	  3	  3000	  1961	1.476480689114339e-03	4.216965034285815e+02	6.198580441391064e+01
9.236000e+08	  3	  3000	  2260	2.251910252675916e-03	4.216965034285815e+02	6.203873319315198e+01
9.237000e+08	  3	  3000	  1764	1.247563032584949e-03	4.216965034285815e+02	6.209158022230285e+01
9.238000e+08	  3	  3000	  1754	2.271266539260852e-03	4.216965034285815e+02	6.214437786252400e+01
9.239000e+08	  3	  3000	  2673	1.356961877260389e-03	4.216965034285815e+02	6.219707556258567e+01
9.240000e+08	  3	  3000	  2024	1.371207657315076e-03	4.216965034285815e+02	6.224956617568208e+01
9.241000e+08	  3	  3000	   617	1.748808250336935e-03	4.216965034285815e+02	6.230205647442205e+01
9.242000e+08	  3	  3000	   585	1.325428215139642e-03	4.216965034285815e+02	6.235453009767399e+01
9.243000e+08	  3	  3000	  2366	1.796546098848162e-03	4.216965034285815e+02	6.240701296546060e+01
9.244000e+08	  3	  3000	  2017	1.699317034361584e-03	4.216965034285815e+02	6.245957076467411e+01
9.245000e+08	  3	  3000	   609	1.407368903837393e-03	4.216965034285815e+02	6.251225763068055e+01
9.246000e+08	  3	  3000	  2098	1.909794664748891e-03	4.216965034285815e+02	6.256508471355856e+01
9.247000e+08	  3	  3000	  1581	1.515644357995719e-03	4.216965034285815e+02	6.261794210623430e+01
9.248000e+08	  3	  3000	   916	2.365560801259887e-03	4.216965034285815e+02	6.267101662186088e+01
9.249000e+08	  3	  3000	  1979	1.794140324334591e-03	4.216965034285815e+02	6.272412508147945e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.250000e+08	  3	  3000	  1042	1.209898620162729e-03	4.216965034285815e+02	6.277680402869733e+01
9.251000e+08	  3	  3000	  1751	2.144670041770723e-03	4.216965034285815e+02	6.282985444353481e+01
9.252000e+08	  3	  3000	  1983	2.079126624188467e-03	4.216965034285815e+02	6.288284582109755e+01
9.253000e+08	  3	  3000	   174	1.910973818951944e-03	4.216965034285815e+02	6.293533502462775e+01
9.254000e+08	  3	  3000	   455	1.395405403205288e-03	4.216965034285815e+02	6.298802504552419e+01
9.255000e+08	  3	  3000	  2650	1.591198813393930e-03	4.216965034285815e+02	6.304072939240072e+01
9.256000e+08	  3	  3000	   769	1.425964583644551e-03	4.216965034285815e+02	6.309335778582060e+01
9.257000e+08	  3	  3000	   572	1.413949669993843e-03	4.216965034285815e+02	6.314590625968710e+01
9.258000e+08	  3	  3000	  1892	1.342434558221375e-03	4.216965034285815e+02	6.319843693660292e+01
9.259000e+08	  3	  3000	  2413	1.154707912229684e-03	4.216965034285815e+02	6.325096273050426e+01
9.260000e+08	  3	  3000	  1940	1.776922841548854e-03	4.216965034285815e+02	6.330352558858183e+01
9.261000e+08	  3	  3000	   276	1.670910406872937e-03	4.216965034285815e+02	6.335608760980017e+01
9.262000e+08	  3	  3000	  2854	1.581480821660589e-03	4.216965034285815e+02	6.340876620852548e+01
9.263000e+08	  3	  3000	  1423	1.089906950496926e-03	4.216965034285815e+02	6.346158399338521e+01
9.264000e+08	  3	  3000	    56	1.174636913930098e-03	4.216965034285815e+02	6.351443084755736e+01
9.265000e+08	  3	  3000	  1536	1.208437386796689e-03	4.216965034285815e+02	6.356712982894581e+01
9.266000e+08	  3	  3000	  2519	1.596341754695073e-03	4.216965034285815e+02	6.361993891821280e+01
9.267000e+08	  3	  3000	   820	1.112092103139140e-03	4.216965034285815e+02	6.367285030707709e+01
9.268000e+08	  3	  3000	   594	1.248481207369001e-03	4.216965034285815e+02	6.372562101956694e+01
9.269000e+08	  3	  3000	   866	1.350582295365332e-03	4.216965034285815e+02	6.377700264723848e+01
9.270000e+08	  3	  3000	   342	1.390809319325265e-03	4.216965034285815e+02	6.382974671302531e+01
9.271000e+08	  3	  3000	  1399	2.052964394531660e-03	4.216965034285815e+02	6.388246780767098e+01
9.272000e+08	  3	  3000	  2458	2.530344160159345e-03	4.216965034285815e+02	6.393521338959000e+01
9.273000e+08	  3	  3000	  2289	1.135011637762571e-03	4.216965034285815e+02	6.398797500519882e+01
9.274000e+08	  3	  3000	  2250	1.718039925425006e-03	4.216965034285815e+02	6.404075015289091e+01
9.275000e+08	  3	  3000	  1309	1.131272779318957e-03	4.216965034285815e+02	6.409358957768131e+01
9.276000e+08	  3	  3000	   857	1.351353521232060e-03	4.216965034285815e+02	6.414642250160442e+01
9.277000e+08	  3	  3000	  2979	1.732423131307257e-03	4.216965034285815e+02	6.419911426634081e+01
9.278000e+08	  3	  3000	  2828	1.562741612288323e-03	4.216965034285815e+02	6.425190490229843e+01
9.279000e+08	  3	  3000	  2724	1.807013803174608e-03	4.216965034285815e+02	6.430469967560886e+01
9.280000e+08	  3	  3000	  2009	1.271185783003918e-03	4.216965034285815e+02	6.435745289651879e+01
9.281000e+08	  3	  3000	  2201	1.848909507486500e-03	4.216965034285815e+02	6.441015131807063e+01
9.282000e+08	  3	  3000	   268	2.182508710822404e-03	4.216965034285815e+02	6.446282245288748e+01
9.283000e+08	  3	  3000	  1719	1.459937255479785e-03	4.216965034285815e+02	6.451534557463778e+01
9.284000e+08	  3	  3000	  1025	1.249364271870522e-03	4.216965034285815e+02	6.456760520017848e+01
9.285000e+08	  3	  3000	   978	1.421515875225235e-03	4.216965034285815e+02	6.462016636275877e+01
9.286000e+08	  3	  3000	  1435	1.602667715299175e-03	4.216965034285815e+02	6.467279633822663e+01
9.287000e+08	  3	  3000	  2084	1.483631997857932e-03	4.216965034285815e+02	6.472553879873421e+01
9.288000e+08	  3	  3000	   950	1.641736577808092e-03	4.216965034285815e+02	6.477816664892296e+01
9.289000e+08	  3	  3000	  2682	1.238672344738410e-03	4.216965034285815e+02	6.483102322298973e+01
9.290000e+08	  3	  3000	  2777	1.524477404670354e-03	4.216965034285815e+02	6.488380161892636e+01
9.291000e+08	  3	  3000	   275	1.380707214988311e-03	4.216965034285815e+02	6.493663396154518e+01
9.292000e+08	  3	  3000	  2387	1.876777616251265e-03	4.216965034285815e+02	6.498968254478284e+01
9.293000e+08	  3	  3000	   110	1.265014124187482e-03	4.216965034285815e+02	6.504263238549586e+01
9.294000e+08	  3	  3000	  1466	1.607021010051701e-03	4.216965034285815e+02	6.509556025107729e+01
9.295000e+08	  3	  3000	  2092	1.380668163000520e-03	4.216965034285815e+02	6.514845558303982e+01
9.296000e+08	  3	  3000	  2685	1.884526713489048e-03	4.216965034285815e+02	6.520123283821023e+01
9.297000e+08	  3	  3000	  1029	1.199386788185399e-03	4.216965034285815e+02	6.525393728388431e+01
9.298000e+08	  3	  3000	   370	1.192196511704546e-03	4.216965034285815e+02	6.530657724237813e+01
9.299000e+08	  3	  3000	  1194	2.277776715354146e-03	4.216965034285815e+02	6.535915941018096e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.300000e+08	  3	  3000	   322	2.459673633591872e-03	4.216965034285815e+02	6.541175935270600e+01
9.301000e+08	  3	  3000	  1273	1.777699051448071e-03	4.216965034285815e+02	6.546382870038045e+01
9.302000e+08	  3	  3000	   615	1.863094282461324e-03	4.216965034285815e+02	6.551640484886622e+01
9.303000e+08	  3	  3000	  2838	1.192953096015428e-03	4.216965034285815e+02	6.556906625695717e+01
9.304000e+08	  3	  3000	   828	2.096438195430522e-03	4.216965034285815e+02	6.562183803722780e+01
9.305000e+08	  3	  3000	   107	1.758004532988990e-03	4.216965034285815e+02	6.567473428252282e+01
9.306000e+08	  3	  3000	  2922	1.373882383920484e-03	4.216965034285815e+02	6.572769758633302e+01
9.307000e+08	  3	  3000	  2110	2.123584339005383e-03	4.216965034285815e+02	6.578060552705828e+01
9.308000e+08	  3	  3000	  1287	1.290730859129224e-03	4.216965034285815e+02	6.583310032321127e+01
9.309000e+08	  3	  3000	  2582	1.943166302502759e-03	4.216965034285815e+02	6.588592274557119e+01
9.310000e+08	  3	  3000	   423	1.406778568631183e-03	4.216965034285815e+02	6.593870639032080e+01
9.311000e+08	  3	  3000	  2257	1.505090133034683e-03	4.216965034285815e+02	6.599141136597972e+01
9.312000e+08	  3	  3000	  1540	1.338693412627591e-03	4.216965034285815e+02	6.604396077757686e+01
9.313000e+08	  3	  3000	  1660	2.361932275492923e-03	4.216965034285815e+02	6.609658950284692e+01
9.314000e+08	  3	  3000	  1836	1.499430188892861e-03	4.216965034285815e+02	6.614918874831326e+01
9.315000e+08	  3	  3000	   267	1.991886042348991e-03	4.216965034285815e+02	6.620180974544678e+01
9.316000e+08	  3	  3000	   498	1.395591044006229e-03	4.216965034285815e+02	6.625445444548043e+01
9.317000e+08	  3	  3000	   378	1.858147221111003e-03	4.216965034285815e+02	6.630720312806592e+01
9.318000e+08	  3	  3000	  2586	1.411171908065762e-03	4.216965034285815e+02	6.636004040523221e+01
9.319000e+08	  3	  3000	  1037	1.692597139324381e-03	4.216965034285815e+02	6.641297879529813e+01
9.320000e+08	  3	  3000	   462	1.712147488239326e-03	4.216965034285815e+02	6.646601769514052e+01
9.321000e+08	  3	  3000	  1142	1.973522504446797e-03	4.216965034285815e+02	6.651904635186860e+01
9.322000e+08	  3	  3000	  2546	1.348564832925145e-03	4.216965034285815e+02	6.657202927000066e+01
9.323000e+08	  3	  3000	  2969	1.437659025100181e-03	4.216965034285815e+02	6.662498126944107e+01
9.324000e+08	  3	  3000	  2970	2.066238218212225e-03	4.216965034285815e+02	6.667772742248371e+01
9.325000e+08	  3	  3000	  1820	1.309079674503617e-03	4.216965034285815e+02	6.673042776386603e+01
9.326000e+08	  3	  3000	  2431	1.785450408262381e-03	4.216965034285815e+02	6.678291502434561e+01
9.327000e+08	  3	  3000	   328	1.053770496159429e-03	4.216965034285815e+02	6.683507758056552e+01
9.328000e+08	  3	  3000	   142	1.505672164830749e-03	4.216965034285815e+02	6.688763057514991e+01
9.329000e+08	  3	  3000	  2727	1.711191005409422e-03	4.216965034285815e+02	6.694019994230428e+01
9.330000e+08	  3	  3000	  2307	1.463093397128209e-03	4.216965034285815e+02	6.699284384867030e+01
9.331000e+08	  3	  3000	   105	1.304947991085264e-03	4.216965034285815e+02	6.704558247145395e+01
9.332000e+08	  3	  3000	  1325	1.351013477296506e-03	4.216965034285815e+02	6.709839916462701e+01
9.333000e+08	  3	  3000	   953	1.675835855948335e-03	4.216965034285815e+02	6.715129173466802e+01
9.334000e+08	  3	  3000	   673	1.682548923028133e-03	4.216965034285815e+02	6.720418558042310e+01
9.335000e+08	  3	  3000	  2575	1.706164326569872e-03	4.216965034285815e+02	6.725561461283020e+01
9.336000e+08	  3	  3000	  2916	2.223928480397996e-03	4.216965034285815e+02	6.730851671420356e+01
9.337000e+08	  3	  3000	  2296	2.111324936342598e-03	4.216965034285815e+02	6.736138884588158e+01
9.338000e+08	  3	  3000	   150	1.333626943074431e-03	4.216965034285815e+02	6.741415638912197e+01
9.339000e+08	  3	  3000	   852	2.013876341739207e-03	4.216965034285815e+02	6.746677498832669e+01
9.340000e+08	  3	  3000	  1096	1.817156625464773e-03	4.216965034285815e+02	6.751957681358522e+01
9.341000e+08	  3	  3000	   409	1.900900806491692e-03	4.216965034285815e+02	6.757230369684704e+01
9.342000e+08	  3	  3000	   839	1.705037658910506e-03	4.216965034285815e+02	6.762492653038031e+01
9.343000e+08	  3	  3000	   555	1.519332018919389e-03	4.216965034285815e+02	6.767719163516277e+01
9.344000e+08	  3	  3000	  2458	2.266574483577628e-03	4.216965034285815e+02	6.772975691841185e+01
9.345000e+08	  3	  3000	  1877	1.419070728578047e-03	4.216965034285815e+02	6.778133066366625e+01
9.346000e+08	  3	  3000	   434	1.618039801877210e-03	4.216965034285815e+02	6.783386553350071e+01
9.347000e+08	  3	  3000	  2817	1.283262594244087e-03	4.216965034285815e+02	6.788661077379135e+01
9.348000e+08	  3	  3000	  1030	1.180818805906989e-03	4.216965034285815e+02	6.793943364266705e+01
9.349000e+08	  3	  3000	   806	9.120726386143513e-04	4.216965034285815e+02	6.799232870826640e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.350000e+08	  3	  3000	  2583	1.717827633660594e-03	4.216965034285815e+02	6.804509132689900e+01
9.351000e+08	  3	  3000	  1447	2.121026327272037e-03	4.216965034285815e+02	6.809807120307012e+01
9.352000e+08	  3	  3000	  2480	1.221741192092449e-03	4.216965034285815e+02	6.815101097323411e+01
9.353000e+08	  3	  3000	  2113	1.412356418780631e-03	4.216965034285815e+02	6.820395363383896e+01
9.354000e+08	  3	  3000	   858	1.113477872125687e-03	4.216965034285815e+02	6.825681091712940e+01
9.355000e+08	  3	  3000	   393	1.285638056097608e-03	4.216965034285815e+02	6.830963221877339e+01
9.356000e+08	  3	  3000	   704	2.298783559816598e-03	4.216965034285815e+02	6.836239670221941e+01
9.357000e+08	  3	  3000	  1661	1.558805477398589e-03	4.216965034285815e+02	6.841511213702930e+01
9.358000e+08	  3	  3000	   327	1.542811650914512e-03	4.216965034285815e+02	6.846778042256113e+01
9.359000e+08	  3	  3000	  2321	1.690690383492853e-03	4.216965034285815e+02	6.852041535344998e+01
9.360000e+08	  3	  3000	  1345	1.875993867540401e-03	4.216965034285815e+02	6.857304147126844e+01
9.361000e+08	  3	  3000	  1136	1.827165921056691e-03	4.216965034285815e+02	6.862570016532538e+01
9.362000e+08	  3	  3000	  2607	1.280131423048597e-03	4.216965034285815e+02	6.867844935354881e+01
9.363000e+08	  3	  3000	  2516	1.918440243255164e-03	4.216965034285815e+02	6.873126701187583e+01
9.364000e+08	  3	  3000	   969	1.683733616665389e-03	4.216965034285815e+02	6.878414549519506e+01
9.365000e+08	  3	  3000	  1810	1.561433225888196e-03	4.216965034285815e+02	6.883706134845312e+01
9.366000e+08	  3	  3000	  1675	1.322110563175398e-03	4.216965034285815e+02	6.888996432195290e+01
9.367000e+08	  3	  3000	   569	1.778521209432830e-03	4.216965034285815e+02	6.894282487536627e+01
9.368000e+08	  3	  3000	   249	2.110971872274952e-03	4.216965034285815e+02	6.899567911542216e+01
9.369000e+08	  3	  3000	   280	1.844237163003563e-03	4.216965034285815e+02	6.904815165467515e+01
9.370000e+08	  3	  3000	  2440	1.126543190148884e-03	4.216965034285815e+02	6.910093542610109e+01
9.371000e+08	  3	  3000	  2469	1.896368120671648e-03	4.216965034285815e+02	6.915372338334873e+01
9.372000e+08	  3	  3000	   405	1.486281472558283e-03	4.216965034285815e+02	6.920646202799168e+01
9.373000e+08	  3	  3000	  1956	1.854734070214462e-03	4.216965034285815e+02	6.925911398916219e+01
9.374000e+08	  3	  3000	  1856	1.205006785457331e-03	4.216965034285815e+02	6.931181827872680e+01
9.375000e+08	  3	  3000	   407	1.029627459837818e-03	4.216965034285815e+02	6.936456521671198e+01
9.376000e+08	  3	  3000	  2248	1.716881665757892e-03	4.216965034285815e+02	6.941734073927189e+01
9.377000e+08	  3	  3000	   210	1.191215484909931e-03	4.216965034285815e+02	6.947016454534389e+01
9.378000e+08	  3	  3000	   727	1.572458052234255e-03	4.216965034285815e+02	6.952283770934574e+01
9.379000e+08	  3	  3000	   421	1.530160474419854e-03	4.216965034285815e+02	6.957506628628394e+01
9.380000e+08	  3	  3000	  2192	1.911394937122939e-03	4.216965034285815e+02	6.962782690162871e+01
9.381000e+08	  3	  3000	  1544	1.342862200592980e-03	4.216965034285815e+02	6.968065525399186e+01
9.382000e+08	  3	  3000	  2864	1.878357569620833e-03	4.216965034285815e+02	6.973332164988354e+01
9.383000e+08	  3	  3000	  1469	1.710857328521112e-03	4.216965034285815e+02	6.978613938045508e+01
9.384000e+08	  3	  3000	  2610	1.847777182174429e-03	4.216965034285815e+02	6.983888976264433e+01
9.385000e+08	  3	  3000	   584	9.925638831790905e-04	4.216965034285815e+02	6.989146905807273e+01
9.386000e+08	  3	  3000	   983	1.277579743372406e-03	4.216965034285815e+02	6.994286028855659e+01
9.387000e+08	  3	  3000	   352	1.022823374818125e-03	4.216965034285815e+02	6.999542965253278e+01
9.388000e+08	  3	  3000	   552	1.803797566224052e-03	4.216965034285815e+02	7.004800454826078e+01
9.389000e+08	  3	  3000	  1384	1.599971293669842e-03	4.216965034285815e+02	7.010060174854392e+01
9.390000e+08	  3	  3000	  1645	1.579716969714887e-03	4.216965034285815e+02	7.015324491205054e+01
9.391000e+08	  3	  3000	  1557	1.312198408509946e-03	4.216965034285815e+02	7.020594442737882e+01
9.392000e+08	  3	  3000	   455	1.591790478336306e-03	4.216965034285815e+02	7.025867914238461e+01
9.393000e+08	  3	  3000	  1006	1.257617548382212e-03	4.216965034285815e+02	7.031147501916077e+01
9.394000e+08	  3	  3000	  1768	1.235440191767806e-03	4.216965034285815e+02	7.036433068675402e+01
9.395000e+08	  3	  3000	  1492	1.423750238377486e-03	4.216965034285815e+02	7.041725196792954e+01
9.396000e+08	  3	  3000	   586	1.932682810745935e-03	4.216965034285815e+02	7.046977948221442e+01
9.397000e+08	  3	  3000	  2322	1.602402160821819e-03	4.216965034285815e+02	7.052284358958450e+01
9.398000e+08	  3	  3000	   552	2.606244553316701e-03	4.216965034285815e+02	7.057595164851591e+01
9.399000e+08	  3	  3000	  1496	1.241302444659096e-03	4.216965034285815e+02	7.062899735353056e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.400000e+08	  3	  3000	  1895	1.170447867982884e-03	4.216965034285815e+02	7.068204302459718e+01
9.401000e+08	  3	  3000	   387	1.391680721082938e-03	4.216965034285815e+02	7.073476423019116e+01
9.402000e+08	  3	  3000	  2468	1.211705513617117e-03	4.216965034285815e+02	7.078736671979556e+01
9.403000e+08	  3	  3000	   686	1.256514411623262e-03	4.216965034285815e+02	7.083998826170043e+01
9.404000e+08	  3	  3000	  1632	1.156387756062596e-03	4.216965034285815e+02	7.089257407753729e+01
9.405000e+08	  3	  3000	   690	1.488816519049132e-03	4.216965034285815e+02	7.094499706503881e+01
9.406000e+08	  3	  3000	  2448	1.775346566129864e-03	4.216965034285815e+02	7.099630156000991e+01
9.407000e+08	  3	  3000	   117	1.929951738812819e-03	4.216965034285815e+02	7.104870307777448e+01
9.408000e+08	  3	  3000	   580	1.464270127682138e-03	4.216965034285815e+02	7.110112383785588e+01
9.409000e+08	  3	  3000	  1253	1.338600165581776e-03	4.216965034285815e+02	7.115363393171205e+01
9.410000e+08	  3	  3000	   608	1.474819425023800e-03	4.216965034285815e+02	7.120623306872740e+01
9.411000e+08	  3	  3000	   480	1.438053949033051e-03	4.216965034285815e+02	7.125885523234628e+01
9.412000e+08	  3	  3000	  2151	1.847220040560935e-03	4.216965034285815e+02	7.131152189682280e+01
collision No.104	4.930349e+02[yr]	i=2, j=1269	r_ij=6.328037376510394e-05	radius[2]+radius[1269]=6.338481524341289e-05
9.413000e+08	  3	  3000	  2947	1.494662194181760e-03	4.216965034285815e+02	7.136411052090877e+01
9.414000e+08	  3	  3000	  2664	1.825397062115353e-03	4.216965034285815e+02	7.141713338445807e+01
9.415000e+08	  3	  3000	  1496	1.130997489085573e-03	4.216965034285815e+02	7.147020730205777e+01
9.416000e+08	  3	  3000	  1804	1.943744269876331e-03	4.216965034285815e+02	7.152313317610383e+01
collision No.105	4.932226e+02[yr]	i=3, j=565	r_ij=6.337137997344938e-05	radius[3]+radius[565]=6.338481524341289e-05
9.417000e+08	  3	  3000	   561	1.853697358201645e-03	4.216965034285815e+02	7.157585028159563e+01
9.418000e+08	  3	  3000	  1044	1.031888572250857e-03	4.216965034285815e+02	7.162861226356851e+01
9.419000e+08	  3	  3000	  2473	1.233298493075679e-03	4.216965034285815e+02	7.168161133156826e+01
9.420000e+08	  3	  3000	  2432	1.499825898544181e-03	4.216965034285815e+02	7.173456530443669e+01
9.421000e+08	  3	  3000	  2762	1.354398855742095e-03	4.216965034285815e+02	7.178738885598732e+01
9.422000e+08	  3	  3000	  1548	1.060343697627999e-03	4.216965034285815e+02	7.184007283710187e+01
9.423000e+08	  3	  3000	  1529	1.396304955805984e-03	4.216965034285815e+02	7.189276271387511e+01
9.424000e+08	  3	  3000	  1098	1.622321191412343e-03	4.216965034285815e+02	7.194531279006176e+01
9.425000e+08	  3	  3000	  2326	1.066132661005504e-03	4.216965034285815e+02	7.199789058553570e+01
9.426000e+08	  3	  3000	  2021	1.296239373948264e-03	4.216965034285815e+02	7.205049512168253e+01
9.427000e+08	  3	  3000	  1497	9.550470868136583e-04	4.216965034285815e+02	7.210307041229601e+01
9.428000e+08	  3	  3000	  2648	1.839093826659415e-03	4.216965034285815e+02	7.215570620972306e+01
9.429000e+08	  3	  3000	  2608	1.197204712470955e-03	4.216965034285815e+02	7.220843859806811e+01
9.430000e+08	  3	  3000	  2744	1.772371014243126e-03	4.216965034285815e+02	7.226104902887866e+01
9.431000e+08	  3	  3000	  2499	1.150258376483812e-03	4.216965034285815e+02	7.231385462551012e+01
9.432000e+08	  3	  3000	  2832	1.187426592678115e-03	4.216965034285815e+02	7.236675081431983e+01
9.433000e+08	  3	  3000	  1908	1.407880399353217e-03	4.216965034285815e+02	7.241973053715184e+01
9.434000e+08	  3	  3000	   276	1.585755017147554e-03	4.216965034285815e+02	7.247266396724750e+01
9.435000e+08	  3	  3000	  2993	1.120664541994323e-03	4.216965034285815e+02	7.252553950964621e+01
9.436000e+08	  3	  3000	   981	1.635088072250503e-03	4.216965034285815e+02	7.257841562066839e+01
9.437000e+08	  3	  3000	  2381	1.659660908289088e-03	4.216965034285815e+02	7.263130519088477e+01
9.438000e+08	  3	  3000	  1048	1.217988883896506e-03	4.216965034285815e+02	7.268419205045446e+01
9.439000e+08	  3	  3000	  2376	1.822365565753750e-03	4.216965034285815e+02	7.273700094366248e+01
9.440000e+08	  3	  3000	  1202	1.355886325642106e-03	4.216965034285815e+02	7.278976101990918e+01
9.441000e+08	  3	  3000	  2250	1.626709067925468e-03	4.216965034285815e+02	7.284237893283297e+01
9.442000e+08	  3	  3000	  1179	1.151731258396182e-03	4.216965034285815e+02	7.289514823618043e+01
9.443000e+08	  3	  3000	  2346	1.911716262948891e-03	4.216965034285815e+02	7.294782568046870e+01
9.444000e+08	  3	  3000	  1842	1.902609650864116e-03	4.216965034285815e+02	7.300055901722043e+01
9.445000e+08	  3	  3000	   697	1.808650421695363e-03	4.216965034285815e+02	7.305331921493803e+01
9.446000e+08	  3	  3000	  1386	1.568129048669343e-03	4.216965034285815e+02	7.310608829417127e+01
9.447000e+08	  3	  3000	  1411	1.283490010132224e-03	4.216965034285815e+02	7.315883175780668e+01
9.448000e+08	  3	  3000	  2772	1.502791137079782e-03	4.216965034285815e+02	7.321156293677085e+01
9.449000e+08	  3	  3000	   191	1.490714844604165e-03	4.216965034285815e+02	7.326305079868197e+01
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
9.450000e+08	  3	  3000	  2838	1.155144961205144e-03	4.216965034285815e+02	7.331564708619933e+01
9.451000e+08	  3	  3000	  2705	1.834105178255514e-03	4.216965034285815e+02	7.336826185358176e+01
9.452000e+08	  3	  3000	  2414	1.634409705378983e-03	4.216965034285815e+02	7.342099881562383e+01
collision No.106	4.951526e+02[yr]	i=2, j=965	r_ij=6.334493222150489e-05	radius[2]+radius[965]=6.338481524341289e-05
9.453000e+08	  3	  3000	  2095	2.166451007265518e-03	4.216965034285815e+02	7.347354194210565e+01
9.454000e+08	  3	  3000	   536	1.421982453445956e-03	4.216965034285815e+02	7.352644554070433e+01
9.455000e+08	  3	  3000	  1371	2.600770162012268e-03	4.216965034285815e+02	7.357933824823064e+01
9.456000e+08	  3	  3000	   992	1.088165193974426e-03	4.216965034285815e+02	7.363212013485496e+01
9.457000e+08	  3	  3000	   449	1.516943768668810e-03	4.216965034285815e+02	7.368428718576473e+01
9.458000e+08	  3	  3000	  1844	1.583813047006214e-03	4.216965034285815e+02	7.373708790652071e+01
9.459000e+08	  3	  3000	   190	1.559005501816193e-03	4.216965034285815e+02	7.378990445212467e+01
